ACCIDENT_NO,ATMOSPH_COND_DESC,ATMOSPH_INDEX
T20180009113,Clear,1.0
T20180009114,Clear,1.0
T20180009116,Clear,1.0
T20180009119,Clear,1.0
T20180009120,Clear,1.0
T20180009122,Clear,1.0
T20180009123,Clear,1.0
T20180009125,Clear,1.0
T20180009126,Clear,1.0
T20180009130,Clear,1.0
T20180009134,Clear,1.0
T20180009135,Clear,1.0
T20180009136,Clear,1.0
T20180009138,Clear,1.0
T20180009139,Clear,1.0
T20180009140,Clear,1.0
T20180009144,Raining,3.0
T20180009145,Clear,1.0
T20180009146,Clear,1.0
T20180009147,Fog,6.0
T20180009150,Clear,1.0
T20180009151,Clear,1.0
T20180009152,Clear,1.0
T20180009158,Clear,1.0
T20180009159,Clear,1.0
T20180009161,Clear,1.0
T20180009164,Raining,3.0
T20180009165,Clear,1.0
T20180009166,Clear,1.0
T20180009167,Clear,1.0
T20180009172,Clear,1.0
T20180009174,Raining,3.0
T20180009175,Raining,3.0
T20180009178,Clear,1.0
T20180009182,Clear,1.0
T20180009187,Clear,1.0
T20180009188,Raining,3.0
T20180009189,Clear,1.0
T20180009190,Clear,1.0
T20180009197,Clear,1.0
T20180009198,Clear,1.0
T20180009200,Raining,3.0
T20180009201,Clear,1.0
T20180009202,Clear,1.0
T20180009204,Clear,1.0
T20180009205,Fog,6.0
T20180009207,Clear,1.0
T20180009208,Clear,1.0
T20180009209,Clear,1.0
T20180009210,Clear,1.0
T20180009212,Clear,1.0
T20180009214,Clear,1.0
T20180009215,Raining,3.0
T20180009218,Clear,1.0
T20180009219,Clear,1.0
T20180009220,Clear,1.0
T20180009222,Clear,1.0
T20180009225,Raining,3.0
T20180009226,Clear,1.0
T20180009227,Clear,1.0
T20180009230,Clear,1.0
T20180009232,Clear,1.0
T20180009234,Raining,3.0
T20180009235,Clear,1.0
T20180009237,Clear,1.0
T20180009238,Clear,1.0
T20180009239,Clear,1.0
T20180009244,Clear,1.0
T20180009246,Clear,1.0
T20180009252,Clear,1.0
T20180009253,Clear,1.0
T20180009254,Clear,1.0
T20180009255,Clear,1.0
T20180009256,Clear,1.0
T20180009257,Clear,1.0
T20180009258,Clear,1.0
T20180009259,Clear,1.0
T20180009263,Clear,1.0
T20180009264,Clear,1.0
T20180009265,Clear,1.0
T20180009268,Clear,1.0
T20180009270,Clear,1.0
T20180009273,Clear,1.0
T20180009276,Clear,1.0
T20180009278,Clear,1.0
T20180009279,Clear,1.0
T20180009280,Clear,1.0
T20180009281,Clear,1.0
T20180009282,Clear,1.0
T20180009287,Clear,1.0
T20180009288,Clear,1.0
T20180009290,Clear,1.0
T20180009292,Clear,1.0
T20180009297,Clear,1.0
T20180009300,Clear,1.0
T20180009301,Clear,1.0
T20180009303,Clear,1.0
T20180009306,Clear,1.0
T20180009308,Clear,1.0
T20180009313,Clear,1.0
T20180009314,Clear,1.0
T20180009316,Clear,1.0
T20180009317,Clear,1.0
T20180009318,Clear,1.0
T20180009319,Clear,1.0
T20180009322,Clear,1.0
T20180009323,Clear,1.0
T20180009325,Clear,1.0
T20180009326,Clear,1.0
T20180009327,Raining,3.0
T20180009328,Clear,1.0
T20180009332,Clear,1.0
T20180009333,Clear,1.0
T20180009340,Raining,3.0
T20180009341,Clear,1.0
T20180009342,Clear,1.0
T20180009343,Clear,1.0
T20180009346,Clear,1.0
T20180009348,Raining,3.0
T20180009349,Clear,1.0
T20180009352,Raining,3.0
T20180009355,Clear,1.0
T20180009356,Clear,1.0
T20180009357,Clear,1.0
T20180009359,Clear,1.0
T20180009360,Clear,1.0
T20180009361,Raining,3.0
T20180009362,Raining,3.0
T20180009364,Clear,1.0
T20180009365,Raining,3.0
T20180009366,Raining,3.0
T20180009367,Clear,1.0
T20180009369,Raining,3.0
T20180009370,Clear,1.0
T20180009371,Clear,1.0
T20180009377,Clear,1.0
T20180009378,Clear,1.0
T20180009379,Clear,1.0
T20180009380,Clear,1.0
T20180009382,Raining,3.0
T20180009383,Clear,1.0
T20180009385,Clear,1.0
T20180009386,Raining,3.0
T20180009387,Raining,3.0
T20180009388,Raining,3.0
T20180009389,Clear,1.0
T20180009391,Clear,1.0
T20180009393,Clear,1.0
T20180009394,Clear,1.0
T20180009396,Clear,1.0
T20180009398,Raining,3.0
T20180009399,Raining,3.0
T20180009407,Clear,1.0
T20180009409,Clear,1.0
T20180009411,Clear,1.0
T20180009413,Raining,3.0
T20180009421,Clear,1.0
T20180009422,Clear,1.0
T20180009424,Clear,1.0
T20180009425,Clear,1.0
T20180009427,Raining,3.0
T20180009431,Clear,1.0
T20180009433,Clear,1.0
T20180009434,Clear,1.0
T20180009435,Clear,1.0
T20180009437,Clear,1.0
T20180009438,Clear,1.0
T20180009440,Raining,3.0
T20180009441,Clear,1.0
T20180009447,Clear,1.0
T20180009449,Clear,1.0
T20180009452,Clear,1.0
T20180009456,Clear,1.0
T20180009460,Fog,6.0
T20180009462,Clear,1.0
T20180009464,Clear,1.0
T20180009466,Clear,1.0
T20180009467,Clear,1.0
T20180009468,Clear,1.0
T20180009470,Clear,1.0
T20180009473,Clear,1.0
T20180009475,Clear,1.0
T20180009479,Clear,1.0
T20180009480,Clear,1.0
T20180009482,Clear,1.0
T20180009483,Raining,3.0
T20180009484,Clear,1.0
T20180009487,Clear,1.0
T20180009489,Clear,1.0
T20180009490,Raining,3.0
T20180009492,Clear,1.0
T20180009495,Clear,1.0
T20180009498,Clear,1.0
T20180009500,Raining,3.0
T20180009502,Clear,1.0
T20180009508,Clear,1.0
T20180009514,Raining,3.0
T20180009515,Clear,1.0
T20180009517,Raining,3.0
T20180009518,Clear,1.0
T20180009519,Clear,1.0
T20180009521,Clear,1.0
T20180009525,Clear,1.0
T20180009527,Raining,3.0
T20180009528,Clear,1.0
T20180009530,Raining,3.0
T20180009531,Clear,1.0
T20180009532,Clear,1.0
T20180009535,Raining,3.0
T20180009537,Raining,3.0
T20180009541,Clear,1.0
T20180009542,Clear,1.0
T20180009544,Clear,1.0
T20180009545,Clear,1.0
T20180009549,Clear,1.0
T20180009551,Clear,1.0
T20180009552,Clear,1.0
T20180009553,Clear,1.0
T20180009554,Clear,1.0
T20180009556,Clear,1.0
T20180009557,Clear,1.0
T20180009558,Clear,1.0
T20180009559,Clear,1.0
T20180009563,Clear,1.0
T20180009564,Clear,1.0
T20180009565,Clear,1.0
T20180009566,Clear,1.0
T20180009567,Raining,3.0
T20180009568,Clear,1.0
T20180009577,Raining,3.0
T20180009582,Raining,3.0
T20180009583,Clear,1.0
T20180009584,Clear,1.0
T20180009586,Clear,1.0
T20180009589,Clear,1.0
T20180009592,Clear,1.0
T20180009594,Clear,1.0
T20180009596,Raining,3.0
T20180009599,Clear,1.0
T20180009600,Clear,1.0
T20180009601,Clear,1.0
T20180009602,Clear,1.0
T20180009603,Clear,1.0
T20180009606,Clear,1.0
T20180009607,Clear,1.0
T20180009611,Clear,1.0
T20180009613,Clear,1.0
T20180009615,Clear,1.0
T20180009617,Clear,1.0
T20180009621,Clear,1.0
T20180009623,Clear,1.0
T20180009631,Clear,1.0
T20180009632,Clear,1.0
T20180009633,Raining,3.0
T20180009637,Clear,1.0
T20180009639,Raining,3.0
T20180009641,Clear,1.0
T20180009642,Raining,3.0
T20180009643,Clear,1.0
T20180009644,Clear,1.0
T20180009646,Clear,1.0
T20180009650,Clear,1.0
T20180009651,Raining,3.0
T20180009652,Clear,1.0
T20180009654,Clear,1.0
T20180009656,Clear,1.0
T20180009657,Clear,1.0
T20180009658,Clear,1.0
T20180009660,Clear,1.0
T20180009662,Clear,1.0
T20180009663,Clear,1.0
T20180009666,Raining,3.0
T20180009668,Clear,1.0
T20180009669,Raining,3.0
T20180009671,Clear,1.0
T20180009675,Clear,1.0
T20180009677,Clear,1.0
T20180009681,Raining,3.0
T20180009682,Raining,3.0
T20180009687,Raining,3.0
T20180009688,Clear,1.0
T20180009690,Raining,3.0
T20180009691,Raining,3.0
T20180009692,Clear,1.0
T20180009693,Clear,1.0
T20180009695,Raining,3.0
T20180009696,Clear,1.0
T20180009697,Clear,1.0
T20180009701,Clear,1.0
T20180009703,Clear,1.0
T20180009704,Clear,1.0
T20180009707,Raining,3.0
T20180009709,Clear,1.0
T20180009711,Raining,3.0
T20180009712,Clear,1.0
T20180009713,Clear,1.0
T20180009716,Clear,1.0
T20180009717,Clear,1.0
T20180009718,Raining,3.0
T20180009719,Clear,1.0
T20180009720,Clear,1.0
T20180009722,Clear,1.0
T20180009725,Clear,1.0
T20180009728,"Fog, Raining",4.0
T20180009730,Raining,3.0
T20180009732,Raining,3.0
T20180009735,Raining,3.0
T20180009740,Clear,1.0
T20180009742,Clear,1.0
T20180009743,Clear,1.0
T20180009744,Raining,3.0
T20180009747,Clear,1.0
T20180009751,Clear,1.0
T20180009752,Clear,1.0
T20180009754,Clear,1.0
T20180009758,Clear,1.0
T20180009760,Clear,1.0
T20180009761,Clear,1.0
T20180009762,Clear,1.0
T20180009763,Clear,1.0
T20180009764,Clear,1.0
T20180009765,Clear,1.0
T20180009769,Clear,1.0
T20180009771,Clear,1.0
T20180009775,Clear,1.0
T20180009776,Clear,1.0
T20180009779,Raining,3.0
T20180009780,Clear,1.0
T20180009783,Clear,1.0
T20180009784,Clear,1.0
T20180009788,Clear,1.0
T20180009789,Clear,1.0
T20180009793,Clear,1.0
T20180009795,Clear,1.0
T20180009797,Clear,1.0
T20180009802,Clear,1.0
T20180009803,Clear,1.0
T20180009804,Clear,1.0
T20180009805,Clear,1.0
T20180009806,Clear,1.0
T20180009807,Clear,1.0
T20180009809,Clear,1.0
T20180009811,Clear,1.0
T20180009813,Clear,1.0
T20180009814,Clear,1.0
T20180009815,Clear,1.0
T20180009820,Clear,1.0
T20180009821,Clear,1.0
T20180009822,Clear,1.0
T20180009823,Clear,1.0
